RouteName;Direction;TFLSequence;BusStopCode;FirstLast
B12;1;33;47204;
N207;1;48;59530;
507;2;8;53819;
372;2;36;58876;
50;2;16;76731;
85;2;32;47985;
H32;2;16;59448;
171;1;46;51512;
N13;2;20;72076;
80;2;21;77698;
112;1;14;72529;
452;1;32;76803;
107;2;17;76348;
474;2;24;72177;
601;1;13;74427;
332;2;30;53630;
R6;2;1;71535;FIRST
462;2;3;50224;
W9;1;11;72194;
417;2;24;50001;
216;1;22;76181;
P4;1;9;74222;
260;2;19;50958;
N155;1;23;50397;
642;1;3;71192;
393;1;11;55650;
T31;1;8;75130;
W15;1;49;58141;LAST
10;2;36;50690;
430;2;27;47816;
48;1;14;51968;
316;1;22;76384;
S3;2;1;48330;FIRST
367;2;27;75825;
654;2;22;51126;
698;2;14;72007;
31;1;7;53775;
27;1;12;75348;
325;2;12;75276;
152;1;32;73320;
220;2;29;59079;
450;2;45;77668;
674;2;10;54530;
48;1;34;56780;
249;1;33;71113;
4;2;18;48691;
450;1;43;74235;
444;2;35;55970;
54;2;52;48134;LAST
N551;1;44;71063;
179;1;38;58614;
246;1;15;77929;
N3;1;66;53904;
N15;1;2;53088;
N11;2;35;51531;
295;1;35;54299;
319;1;24;59477;
417;1;11;75745;
12;1;26;58649;
213;1;1;55601;FIRST
344;1;10;56057;
123;1;14;56851;
643;1;1;54511;FIRST
358;1;27;53734;
360;2;4;56209;
96;1;19;55603;
469;1;26;57943;
237;2;42;72409;
186;2;37;48447;
281;2;45;74961;
347;2;38;54516;
697;2;20;47753;
N253;2;30;48850;
K2;1;7;73213;
485;1;19;58584;
158;1;46;56149;LAST
55;1;32;58294;
621;1;10;52190;
254;2;12;47568;
229;2;65;76316;
48;2;10;51050;
N171;2;59;56015;
R4;2;18;51279;
P4;1;30;47507;
20;2;34;72857;
436;2;25;73544;
200;1;32;51019;
K3;2;23;58382;
S4;2;12;91476;
26;1;10;52781;
N28;1;20;72081;
217;2;2;56648;
295;1;45;59477;LAST
45;1;39;57288;
603;2;21;76146;
286;2;22;71193;
96;2;33;52423;
R3;2;18;71581;
P13;2;1;72173;FIRST
P5;1;5;50411;
330;2;5;53982;
T31;1;17;47516;
453;1;19;49564;
321;1;47;47921;
267;2;26;48077;
N38;1;53;58785;
653;1;31;76333;
81;1;35;71332;
57;2;56;58404;
653;1;8;75608;
52;1;24;55036;
92;1;27;53426;
233;1;20;73149;
C11;1;48;50038;
49;1;23;48552;
82;2;6;54323;
N133;2;26;74502;
381;2;38;54005;
E11;1;12;77666;
316;2;7;73423;
298;2;25;47184;
328;1;44;57315;
198;2;37;71473;LAST
116;2;17;76041;
296;2;9;75408;
488;2;13;56028;
606;2;11;77512;
B15;1;8;56769;
135;2;24;76008;
E5;2;20;58695;
654;2;29;47487;
66;2;10;71255;
51;1;50;55014;
499;1;19;52103;
410;2;5;73612;
N38;1;12;48975;
389;1;3;48003;
345;2;10;72848;
5;1;50;49899;
207;1;17;71762;
20;1;15;72525;
145;2;42;54089;
91;1;7;74365;
N207;2;24;53890;
184;1;36;52003;
75;2;2;76914;
343;2;8;51873;
638;1;4;74370;
120;2;27;53074;
30;1;25;73830;
333;1;17;57897;
412;2;32;47215;
37;2;19;50793;
490;2;20;51500;
H20;1;18;75167;
EL2;1;4;52282;
N381;1;38;55208;
292;2;11;71192;
R1;1;36;76973;
155;2;12;74687;
106;2;21;76481;
102;2;40;77005;
N137;2;37;72992;
356;1;21;52040;
159;1;18;52215;
4;2;25;48600;
463;2;29;75424;
H13;2;32;48355;
683;2;14;74524;
N109;2;39;49314;
365;2;3;48236;
121;1;25;75177;
108;2;2;58152;
R5;1;8;49079;
24;2;2;56831;
N207;2;63;77979;
N3;1;46;72242;
102;2;17;71379;
H14;2;11;75635;
606;1;9;57920;
222;2;30;58570;
N47;1;49;72220;
N551;1;25;72138;
231;2;6;77766;
346;2;3;58718;
386;2;36;50718;
253;2;15;59519;
187;2;12;56365;
462;2;19;59478;
496;2;21;77845;
345;2;36;73696;
5;2;44;74629;
37;1;21;52070;
602;1;37;72697;
363;2;14;74875;
N551;1;12;76024;
152;1;36;52736;
14;1;41;54958;
37;1;26;72688;
33;2;43;48608;
N253;2;24;73658;
60;1;33;52599;
250;1;38;47391;
N44;2;48;76690;
654;1;8;57126;
127;2;15;56276;
126;1;16;73460;
100;2;10;75859;
107;1;39;54429;
55;2;6;77374;
641;1;20;50950;LAST
364;1;36;73205;LAST
453;1;29;76425;
377;2;14;74724;
122;1;22;74318;
47;1;44;74343;
N64;2;25;71382;
391;1;37;77170;
273;1;5;77250;
159;1;37;53929;
138;2;4;73295;
176;2;38;76548;
N26;1;9;51659;
222;1;32;75096;
N5;2;26;55739;
486;1;29;72552;
U4;1;22;55365;
174;1;39;58341;
465;1;38;71936;
N11;1;5;48904;
H37;1;12;75202;
179;2;6;52756;
P4;1;26;58702;
231;1;4;71235;
N74;2;10;72303;
N31;1;10;53135;
N205;2;12;76652;
93;1;27;49987;
698;2;23;54381;
289;2;35;49025;
165;2;4;54473;
N207;2;6;50638;
N89;2;42;48104;
492;2;32;76783;
257;1;25;59518;
683;1;36;58588;
28;1;19;72233;
660;1;18;52432;
N16;2;23;53349;
172;1;33;74792;
231;2;1;47094;FIRST
H12;2;37;56478;
60;2;23;71410;
667;2;5;71981;
221;1;19;54373;
202;1;19;47886;
243;1;5;47653;
467;1;33;98502;
N31;2;40;55982;
W13;1;21;50290;
134;2;58;73415;
152;2;6;55063;
365;1;36;50482;
353;1;9;47638;
394;1;26;50907;
N551;1;49;54750;
121;1;20;73557;
605;2;1;50192;FIRST
414;2;25;74282;
6;1;14;47029;
192;2;16;54569;
122;2;57;49315;
282;1;2;58107;
N5;2;7;54958;
654;2;16;55248;
W13;2;11;77499;
172;2;9;77866;
61;2;6;47348;
294;1;37;53157;
H12;2;13;51006;
155;2;16;49503;
N155;2;31;77729;
N205;1;13;56230;
B11;2;20;52029;
N19;1;8;73463;
492;2;2;58514;
187;1;13;47098;
401;2;30;55091;
N73;2;55;57596;
107;2;38;50439;
134;2;74;49766;
440;1;5;74015;
123;1;7;47653;
85;2;5;58162;
468;2;2;53201;
136;2;10;49900;
224;2;42;53519;
W10;1;12;55749;
467;1;21;72742;
339;1;18;51308;
K3;1;41;71773;
199;2;36;58185;LAST
132;1;30;58274;
182;2;30;59032;
385;2;16;49260;
143;2;24;75209;
63;2;33;74875;
265;1;37;72912;
341;2;44;74667;
255;2;20;72567;
380;1;14;58270;
455;1;36;55509;
328;2;16;48259;
N253;2;12;71115;
118;1;17;58579;
190;1;5;49343;
367;1;1;75479;FIRST
226;1;34;50091;
27;2;50;47958;
N11;1;64;54491;
R3;2;54;75144;
P4;2;17;52344;
N9;1;25;50690;
216;2;44;72563;
86;1;30;55469;
345;2;28;73780;
368;1;8;71901;
N74;1;17;77387;
667;2;10;52825;
87;2;4;77694;
35;1;40;49666;
R11;2;3;77467;
689;2;7;55639;
493;1;13;58895;
246;1;44;54067;
521;1;1;59337;FIRST
N98;1;3;52885;
25;2;58;55563;
N109;2;55;47391;
52;1;4;77064;
463;1;43;71993;
96;1;30;53740;
436;2;5;52334;
197;2;49;49248;
697;2;34;50053;LAST
317;1;22;55892;LAST
96;2;23;52984;
221;2;9;50642;
177;1;37;57360;
274;2;26;75239;
74;2;7;92004;
155;1;32;51427;
170;2;24;73880;
629;1;36;48590;
C11;2;1;54511;FIRST
432;2;19;56931;
N205;1;10;55630;
357;1;14;53290;
C10;2;9;74488;
206;2;37;49200;
N86;2;26;51181;
209;1;5;71282;
N16;2;2;55869;
42;1;19;57483;
86;2;3;58678;
674;1;15;54027;
W13;1;9;49407;
207;2;16;56803;
357;1;7;49749;
391;2;3;56596;
322;2;2;59595;
606;2;17;51149;
270;1;7;53956;
697;1;16;59513;
104;2;32;77258;
47;2;17;56247;
EL2;2;12;76241;
303;1;17;47082;
486;1;18;53107;
612;2;8;75525;
N29;1;52;75013;
424;2;11;76149;
652;2;33;75060;
114;2;37;53523;
233;1;12;71331;
50;2;1;55070;FIRST
414;1;37;56801;
U3;2;8;49795;
142;1;49;57676;
W11;2;3;76599;
22;1;14;76516;
498;1;13;73159;
H25;1;5;75181;
299;2;21;54529;
N22;2;13;56178;
266;2;52;56364;
N137;2;17;50744;
167;1;45;53210;
455;1;32;47695;
N113;1;31;53765;
407;1;37;54138;
382;2;7;55028;
38;1;29;54298;
173;1;35;73799;
N86;2;5;74203;
U7;2;32;72750;
N343;2;3;56005;
25;1;24;51737;
121;2;19;54904;
122;2;39;53078;
U1;1;25;72289;
169;1;34;91335;
321;2;26;59575;
387;1;27;51203;
312;2;24;50069;
182;1;16;73941;
E9;1;22;75338;
333;1;25;72781;
64;2;22;55814;
N89;2;58;54417;
398;1;8;55380;
347;2;36;55069;
235;2;26;47212;
N21;1;51;47921;
397;1;34;56980;
470;2;33;98013;
642;1;30;57482;
616;2;28;73085;LAST
422;1;7;52015;
182;1;36;59274;
121;1;32;48094;
286;2;13;59183;
N3;1;88;50876;LAST
N44;1;53;72576;
314;2;23;47316;
109;2;5;74502;
965;2;11;73848;
115;2;17;54561;
414;2;5;74519;
N15;2;1;54289;FIRST
499;2;34;75297;
N41;2;40;76733;
629;1;22;48192;
422;1;42;55684;
486;2;27;51122;
220;2;10;49254;
56;2;1;49522;FIRST
228;2;42;77775;
322;1;10;76225;
E3;1;27;52650;
432;1;16;47772;
DF2;1;2;52293;
250;1;26;58279;
316;1;32;58286;
657;2;9;72533;
U2;2;23;47325;
K5;2;26;59579;
N551;2;11;52657;
255;1;10;55222;
453;2;23;54946;
N47;1;9;74939;
358;2;40;72583;
N41;2;14;73193;
652;1;20;54263;
282;2;50;55676;
28;1;10;55819;
126;2;20;58394;
159;2;19;50861;
128;1;22;59186;
T31;1;6;48701;
324;2;11;57676;
322;2;5;51726;
270;2;35;48238;
75;1;46;75479;
R9;2;9;71789;
275;1;7;52718;
160;1;30;71331;
158;2;10;50289;
229;1;29;48632;
N55;2;62;76197;
C11;1;32;47806;
R9;2;8;56663;
386;1;2;74652;
362;2;30;57449;LAST
39;2;22;71315;
430;1;11;75422;
339;2;13;55992;
H37;1;13;74992;
611;1;22;58212;
69;2;38;76988;
65;1;44;54184;
492;2;6;49163;
286;2;14;48648;
80;2;5;76745;
212;1;20;48744;
220;1;16;49951;
380;1;35;72437;
265;1;18;54641;
484;2;29;77240;
N7;1;12;56537;
355;1;22;75089;
629;2;11;73979;
N113;1;8;53769;
387;2;27;72636;
274;1;5;47293;
201;2;39;56195;
R4;1;16;57688;
293;2;21;75262;
162;2;6;54499;
341;2;17;54519;
N109;2;29;48895;
200;2;8;77593;
48;2;46;49562;LAST
432;1;1;72181;FIRST
91;2;34;55971;
51;2;23;56613;
142;2;28;72911;
275;2;25;72864;
376;2;7;53998;
118;1;9;77465;
19;2;37;48600;
965;2;14;51510;
56;1;2;51007;
28;1;7;56918;
155;1;18;53510;
107;1;28;54060;
N41;1;28;54177;
N9;2;80;91250;
290;2;14;76698;
250;1;34;55416;
350;1;14;71467;
463;1;17;71117;
217;1;5;75565;
298;2;2;51860;
411;2;9;72422;
94;2;14;75046;
417;1;29;74031;
343;2;17;51028;
K3;1;6;50713;
R9;1;10;55845;LAST
N28;2;36;50245;
245;1;45;77119;LAST
B16;2;13;49584;
42;2;29;48817;LAST
U7;2;30;77382;
297;1;4;53360;
76;2;42;48508;
354;2;29;59537;
428;2;19;76209;
606;1;1;74592;FIRST
307;1;5;53576;
E2;1;22;52283;
341;1;18;51207;
C2;1;10;56278;
5;1;29;55664;
135;1;40;73334;
185;2;10;59189;
199;1;7;47904;
195;2;37;47159;
394;1;8;59071;
176;2;47;73800;
274;2;19;75875;
B16;2;11;52335;
157;1;30;47695;
H91;1;16;72151;
94;1;6;48342;
182;2;13;54557;
639;1;12;59476;
93;1;43;49980;LAST
N3;1;1;58071;FIRST
P5;1;16;74922;
189;1;23;57099;
263;2;23;56077;
81;1;38;48510;
341;1;4;56795;
200;1;13;55957;
35;1;8;56643;
45;1;17;58946;
D3;2;46;55034;
344;1;27;49679;
E3;2;31;57146;
241;1;26;58653;LAST
340;1;19;72959;
D6;1;15;77044;
N253;1;65;57596;
64;1;22;47590;
18;2;35;75266;
128;1;9;76897;
N16;2;37;53702;
145;2;49;50804;
213;2;6;50556;
265;2;24;50713;
K1;1;29;50695;
N63;2;23;54396;
N19;1;39;56178;
247;1;7;59478;
163;2;1;50785;FIRST
354;1;35;91453;
N22;2;46;92038;
303;2;19;72420;
969;2;14;48915;
4;1;2;77151;
120;2;30;48070;
240;1;9;55924;
N113;1;2;48573;
N253;2;26;73322;
154;2;44;75092;
656;1;13;53687;
81;1;3;76934;
159;1;21;52408;
H9;1;38;50445;
276;1;41;72234;
159;1;38;71995;
12;2;33;49892;
67;2;41;51839;
N74;1;28;55323;
640;2;8;49197;
294;2;49;58913;
N155;1;13;49539;
N18;2;31;74382;
341;2;29;74674;
N113;2;18;54877;
273;1;35;76088;
N279;2;39;51018;
106;2;23;76482;
485;2;17;59253;
136;2;1;51281;FIRST
192;2;18;49972;
203;2;24;48654;
171;2;1;54468;FIRST
137;2;11;77040;
162;2;7;71472;
89;1;24;49907;
368;1;25;77475;
W4;2;6;75308;
W12;2;5;76954;
382;2;36;75653;
289;1;45;59470;
297;1;15;55655;
156;1;22;56969;
626;2;7;48003;
293;2;26;47027;
353;1;2;58263;
119;2;4;52946;
307;2;17;72188;
49;2;14;73359;
N19;2;31;51963;
N91;1;4;71183;
292;2;40;56319;
396;1;19;50965;LAST
326;2;41;75099;LAST
244;2;5;55091;
453;2;33;47366;
N207;1;58;76808;
660;1;13;72551;
N98;2;27;77272;
52;2;8;74994;
650;1;3;50889;
N3;1;43;73221;
43;2;17;53813;
107;2;6;76890;
690;2;37;54291;LAST
343;2;24;77585;
K5;2;6;52736;
R2;2;17;73912;
114;2;23;48907;
35;2;36;77905;
N207;2;70;72880;
138;2;12;54156;
155;2;34;47087;
122;1;29;72187;
350;1;8;57622;
20;1;2;55024;
38;1;37;58785;
66;2;25;47338;
66;1;14;55785;
N137;1;50;57284;
411;1;11;53124;
48;1;42;74569;
371;2;8;72056;
380;1;36;50206;
337;1;1;57470;FIRST
3;2;15;54518;
223;1;13;52585;
256;2;29;74956;
119;1;45;56110;
280;2;6;54443;
G1;1;6;72937;
H37;1;11;75032;
221;2;20;57196;
436;1;2;77734;
P12;1;33;72713;
B12;1;32;49152;
465;2;30;48653;
368;2;8;48087;
N279;1;54;75599;
N9;2;39;73967;
391;1;40;55671;
N109;2;38;58192;
N7;2;17;77913;
624;2;5;49109;
204;2;33;53202;
273;1;17;75004;
N73;2;62;74257;
64;2;36;53878;
124;2;13;71870;
K4;1;10;47476;
207;2;24;53900;
N86;1;18;47445;
57;2;15;52986;
176;2;20;50100;
388;2;21;48586;
N73;2;40;72144;
170;2;11;52196;
363;2;20;49112;
N73;1;17;56230;
T33;1;29;53690;
58;1;10;50072;
N89;1;94;57419;
248;1;13;53067;
186;2;51;76001;
246;2;8;56762;
686;2;3;58678;
N133;1;13;58692;
H98;1;21;52547;
4;1;30;54639;
R6;1;8;49663;
331;1;43;50370;
140;2;6;71408;
626;2;5;74557;
B15;1;2;55603;
44;1;29;53626;
41;1;11;47780;
N86;2;29;55455;
25;1;23;47407;
403;1;15;57604;
B13;1;9;59183;
662;1;8;51510;
647;1;23;49492;
325;1;22;56868;
N38;1;27;73132;
196;2;51;72096;LAST
472;1;1;77720;FIRST
169;1;14;73909;
35;1;42;74343;
384;2;1;59381;FIRST
209;2;15;53051;LAST
147;2;6;71369;
197;1;22;52699;
8;2;6;74252;
N89;1;92;56080;
44;1;40;52659;
127;1;35;56231;
P5;1;32;56289;
R3;1;42;54151;
257;1;1;53014;FIRST
249;1;44;53036;
418;2;11;73924;
696;1;50;47800;
396;1;8;77137;
28;2;40;58749;
293;1;30;48617;
463;2;44;49961;
48;2;27;52122;
216;1;20;74349;
223;1;10;47393;
68;1;11;54975;
611;2;18;47497;
N7;2;6;72773;
681;1;17;54490;
221;2;18;54821;
5;2;30;75025;
238;2;3;53879;
254;1;39;72832;
N1;1;75;48947;
424;2;17;58162;
696;2;25;57106;
365;1;18;58876;
2;1;39;47772;
222;1;14;54584;
670;2;12;49625;
147;2;26;72112;
N8;2;77;74575;
N2;1;1;55404;FIRST
206;2;20;73392;
289;2;48;71177;
N26;1;44;48158;
31;2;21;56141;
606;1;36;59465;
237;1;10;71089;
295;2;10;47787;
646;2;13;52201;
H22;1;17;77408;
N253;1;33;74712;
111;1;24;50583;
496;1;39;55455;
455;1;3;51618;
T32;1;10;56136;
N20;2;25;58254;
410;1;18;57246;
113;2;3;54941;
29;1;31;49253;
127;1;32;57923;
P5;2;26;59459;
275;2;18;72213;
487;2;28;55320;
48;1;28;52781;
128;1;4;76283;
493;2;2;49710;
365;2;36;74075;
394;2;33;77214;LAST
167;2;49;51140;
188;1;49;54049;LAST
339;1;14;91423;
26;2;26;52361;
210;1;17;56498;
321;2;21;53078;
222;2;24;59083;
183;2;45;47814;
256;2;12;51119;
108;1;29;77673;
466;2;8;74959;
N9;1;33;52755;
80;1;23;50550;
B14;2;2;54151;
N35;1;21;71012;
113;2;44;50049;
254;1;10;47752;
N136;1;73;56422;
N86;2;37;74399;
35;1;27;47474;
114;1;19;55820;
60;1;9;54379;
432;1;25;77196;
64;1;19;50569;
6;2;18;51261;
N21;2;2;75322;
669;1;48;56353;
P13;2;33;58370;
628;1;43;49789;
225;2;7;75145;
126;1;29;54863;
207;1;39;55954;
N29;2;28;74153;
18;1;4;47426;
43;1;55;91261;LAST
624;1;21;73071;
299;2;18;74696;
174;1;33;52725;
61;2;23;71581;
N68;1;14;72620;
608;2;11;50729;
H22;1;23;51774;
237;2;45;49686;
C11;1;24;53775;
122;2;34;54861;
130;2;3;50221;
634;1;3;57188;
203;2;8;74812;
658;2;29;52144;
N28;1;9;53775;
371;1;15;56007;
452;1;15;47980;
267;1;43;56477;
430;2;23;52714;
D3;2;17;47649;
D7;1;21;57673;
294;1;35;73593;
45;1;24;51325;
285;1;53;57542;
316;2;31;52855;
68;1;3;50560;
N74;1;40;47562;
N20;2;38;58021;
207;2;41;73215;
52;1;23;56560;
337;2;34;47252;
8;1;29;55273;
345;1;14;71225;
637;1;3;49161;
18;2;1;58577;FIRST
696;2;55;56248;
468;2;16;58661;
285;1;48;49362;
482;1;22;48349;
113;1;6;52181;
C2;1;4;77384;
69;1;23;49783;
266;1;36;74110;
102;1;17;72630;
111;2;14;53192;
H11;1;12;59591;
3;1;31;71632;
C10;2;39;54508;
10;2;29;54537;
W8;1;8;48465;
N28;2;49;54421;
W9;2;9;51081;
444;2;24;54620;
R70;2;26;51253;
EL2;2;5;72841;
46;1;21;49569;
K4;2;31;75808;
R70;2;21;74469;
36;2;33;54323;
N89;1;103;71518;
N9;1;20;50258;
K3;1;5;49847;
210;1;1;48639;FIRST
490;2;4;48155;
208;2;20;50499;
35;1;47;56259;
260;2;31;77775;
658;2;18;72268;
N3;1;62;47782;
289;2;22;48518;
662;2;18;75957;
55;1;26;73766;
162;1;44;51834;
N171;2;37;50624;
86;1;24;49287;
N86;1;62;51390;
260;2;35;53545;
605;2;12;55427;
235;2;32;50826;
89;2;38;73930;
321;2;6;56729;
116;1;26;72099;LAST
89;2;26;72040;
263;1;35;59127;
92;1;38;47303;
H20;2;14;53095;
265;2;34;49726;
397;1;41;71957;LAST
243;1;22;77323;
29;1;7;52990;
198;1;7;55874;
N28;1;60;59507;
N74;2;1;47771;FIRST
205;2;4;76239;
107;2;35;58439;
N15;1;12;52001;
81;1;9;75577;
386;1;32;56481;
3;2;43;49892;
N381;2;38;51732;
465;1;10;53439;
237;1;6;54149;
651;1;4;76283;
64;2;28;76537;
23;2;45;51749;
370;2;9;58954;
112;1;24;47519;
135;1;24;73470;
N8;1;75;47844;
222;1;20;72556;
8;1;13;51904;
143;1;15;73949;
473;1;16;53925;
75;1;11;55572;
N38;1;29;71541;
86;2;47;49783;
N3;2;21;50057;
333;2;33;54205;
387;2;8;71526;
60;2;43;76273;
93;1;11;53170;
152;1;19;58748;
156;2;9;74053;
N550;1;14;47908;
D3;1;5;52449;
98;1;23;53292;
118;1;7;76606;
N9;2;67;53802;
216;2;27;74675;
228;2;44;59356;LAST
237;1;42;48342;
651;1;1;49501;FIRST
124;2;45;91417;LAST
B11;2;36;74278;
207;1;4;74743;
226;2;4;73060;
N86;2;36;55732;
381;2;45;58825;
376;1;34;73643;
455;1;38;47691;
175;2;15;57185;
134;1;49;77831;
N86;1;67;73190;
N22;1;45;75073;
235;1;18;51843;
N86;2;59;58701;
U5;2;16;54190;
196;1;16;75155;
197;2;24;49301;
275;1;10;47827;
P12;1;11;59309;
325;1;36;54825;
N381;2;1;57357;FIRST
390;2;18;59287;
N13;1;48;91533;
88;2;23;53991;
473;1;8;58897;
40;1;30;77771;
185;1;53;74388;
319;2;39;77147;
177;1;10;52010;
88;2;27;71995;
N381;1;14;51063;
283;2;29;58991;
317;2;2;71168;
213;1;18;49508;
73;2;7;59067;
P4;1;22;49542;
346;1;6;52638;
N5;1;29;55782;
173;1;37;58280;
35;2;15;53201;
264;1;32;75273;
186;2;40;53660;
662;1;5;73848;
N2;2;35;50360;
N73;1;28;59323;
658;1;1;73071;FIRST
422;1;26;77712;
68;2;25;52185;
P4;1;18;57847;
328;1;15;54852;
603;2;8;50625;
250;1;13;56774;
53;1;28;76438;
331;2;47;52693;
242;2;44;51058;
200;2;5;73735;
48;2;26;74543;
267;2;19;52295;
321;1;33;50860;
H18;1;17;47689;
158;1;19;52834;
298;1;14;51439;
266;1;30;52400;
23;2;33;51488;
430;2;34;71874;
125;2;36;73085;
491;2;8;50524;
107;2;23;48284;
W11;1;4;59510;
167;2;45;75001;
321;1;10;51851;
53;1;36;49611;
167;2;4;75790;
217;1;25;57879;
N68;1;75;73616;
177;2;7;47366;
90;1;13;75582;
53;1;43;48780;
D7;2;36;76615;
N68;1;43;47594;
621;1;12;58100;
N63;1;5;53525;
H11;1;2;76915;
214;2;18;74199;
A10;1;7;49003;
H9;1;15;77922;
S1;2;25;55370;
96;1;18;50051;
59;2;29;52704;
181;2;20;58450;
661;2;14;73305;
124;2;4;49109;
160;2;30;49109;
217;2;26;52256;
297;2;24;53344;
366;2;23;58137;
165;2;1;54670;FIRST
289;2;12;48407;
355;2;19;71204;
120;2;21;56733;
206;2;7;52382;
70;2;23;76592;
283;2;9;72207;
120;1;11;48705;
71;1;22;54074;
336;2;33;75423;
53;1;30;74641;
N20;2;9;59287;
379;1;7;56503;
221;1;38;74027;
189;2;36;77389;
95;2;8;58739;
263;1;29;76025;
473;1;17;74408;
194;1;6;48999;
638;1;21;77816;
674;2;28;56602;
H12;1;4;57332;
302;1;24;58841;
190;1;22;75348;
C2;2;18;47088;
140;1;45;59244;
26;1;13;76309;
N171;1;56;50694;
N205;1;45;77923;
33;1;12;57845;
349;2;12;56935;
345;2;12;76821;
N21;1;36;72240;
N136;1;28;73544;
394;1;21;53004;
N29;2;43;71275;
70;2;41;74845;
H12;2;32;47911;
140;1;26;48784;
69;1;34;54625;
105;1;14;53534;
213;2;39;75359;
474;1;21;74186;
N550;2;28;52240;
642;1;17;49272;
225;1;14;75925;
N136;1;55;72220;
294;1;18;47576;
51;2;8;53865;
E6;2;7;76938;
197;2;22;72498;
N74;1;7;49726;
613;2;30;56133;
B11;1;30;77277;
N279;2;7;54958;
422;1;10;76552;
617;2;6;48272;
181;2;4;72874;
R5;2;3;59423;
P4;2;26;51215;
208;1;42;75709;
353;2;19;48800;
W11;1;9;57148;
H98;1;14;58828;
236;2;24;73884;
124;1;44;55591;LAST
111;1;62;76293;
401;2;25;53780;
R9;1;5;47378;
647;2;2;51909;
326;1;23;72541;
205;1;25;55459;
491;2;7;77819;
200;2;3;55044;
174;2;53;73190;
H13;1;13;76974;
262;1;12;55229;
N38;2;24;51838;
W8;1;4;55029;
265;2;41;75040;
697;2;30;72580;
210;1;6;57314;
626;1;8;58300;
424;1;6;76192;
58;1;49;49562;LAST
2;2;11;75206;
69;2;9;49261;
109;2;11;58149;
339;1;5;56741;
280;1;20;50902;
33;1;34;73673;
2;1;31;58854;
50;1;33;57537;
354;1;8;51525;
122;2;13;71940;
32;2;21;50218;
380;1;34;51830;
411;2;4;50345;
B11;1;24;57161;
K5;2;15;76260;
152;1;16;58180;
N2;1;27;59344;
183;1;8;48222;
285;2;2;55719;
105;2;6;74804;
322;1;11;56099;
611;2;19;58465;
640;2;6;76385;
W13;2;8;73916;
W10;1;15;74360;
286;1;25;54844;
244;2;29;72358;
621;1;20;48479;
444;2;36;47460;
427;1;38;55674;
145;1;35;58641;
289;1;30;51930;
281;1;18;54498;
H11;1;1;73770;FIRST
82;1;29;52703;
B11;2;2;71385;
36;1;21;77410;
122;1;32;58781;
635;1;3;55149;
667;1;22;52252;
293;2;27;51878;
108;1;15;51214;
638;2;58;75894;
349;1;13;75238;
N550;1;7;75950;
H11;2;24;71987;
624;2;22;53571;
54;2;51;73289;
145;2;29;73588;
RV1;2;17;71234;
4;1;49;76629;
12;2;31;77715;
65;2;11;47671;
S3;2;24;76518;
164;1;28;75853;
347;2;40;47766;
356;1;16;57088;
674;2;29;52773;
440;1;27;52113;
208;1;36;71953;
270;1;8;58424;
216;1;41;56327;
2;1;3;75334;
174;2;59;55358;
627;1;8;71000;
N279;2;13;71137;
D7;2;37;54994;LAST
H28;1;14;75658;
B11;1;16;77371;
N89;1;67;76705;
N63;2;27;59255;
360;2;6;76722;
698;2;21;47302;
U2;1;6;59156;
688;1;9;77986;
56;2;16;49014;
214;2;9;49357;
656;2;17;51945;
W16;2;36;59431;
9;2;24;75322;
242;2;22;47699;
314;1;31;72684;
14;2;13;74570;
270;1;2;52534;
63;2;7;71329;
322;2;27;55156;
N38;1;19;49964;
N31;1;23;75884;
354;2;19;50057;
298;2;14;77651;
233;2;17;55737;
118;2;16;58994;
235;2;40;49205;
492;1;30;58572;
290;1;28;52819;
R4;2;7;98104;
37;2;47;73172;
48;2;4;47304;
235;1;34;59102;
173;1;28;53025;
7;2;7;49046;
177;1;59;49344;
313;2;38;49556;
N343;2;36;49666;
180;2;16;77832;
T33;2;14;47590;
58;1;17;57372;
492;1;28;77038;
P4;2;7;55225;
N22;2;7;55136;
242;1;44;58945;
493;2;26;49454;
110;2;23;77408;
244;1;11;54425;
314;1;12;71331;
N550;2;15;50532;
B12;1;26;48054;
198;1;14;55639;
D3;2;34;72677;
364;1;25;51565;
699;2;2;50310;
S4;1;5;51505;
N343;2;2;53097;
33;1;30;71228;
194;1;57;59436;
D7;2;22;53958;
73;2;38;77410;
11;2;33;54613;
690;1;34;72418;
N3;2;28;76889;
629;2;5;56037;
397;2;26;71348;
N87;1;8;71837;
294;2;38;50482;
25;1;51;53168;
180;1;58;48239;
382;2;30;51669;
155;1;12;75089;
36;1;45;58649;
206;1;6;47617;
321;1;45;50126;
28;1;13;47231;
413;2;4;58242;
N5;1;31;49797;
111;1;36;58076;
E2;1;18;50816;
229;2;28;50641;
176;1;43;48927;
17;1;12;49635;
172;1;2;74316;
414;1;7;53843;
53;1;45;55875;
382;1;18;54821;
N87;1;64;75463;
185;1;17;74590;
N205;1;6;51885;
255;2;17;55646;
57;2;41;53215;
42;2;12;72318;
N5;1;39;72683;
65;1;27;75909;
350;1;18;50433;
499;2;6;74629;
137;2;28;72100;
227;1;5;71800;
466;1;38;52047;
646;1;24;75862;
308;1;31;52058;
W12;1;28;48906;LAST
350;1;20;55376;
U9;1;1;75623;FIRST
246;2;41;72341;
N11;2;54;71601;
C1;1;12;72303;
285;1;31;50967;
132;1;11;55693;
467;1;18;57507;
417;2;15;74876;
N19;1;46;71649;
